113,228,KHICHI JADID,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,BARIJA PC,BARIJA PC
114,228,SAIL GONI,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,BARIJA PC,BARIJA PC
115,228,AMER ABAD,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,KOT MAGSI PC,KOT MAGSI PC
116,228,MEHIR ABAD,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,KOT MAGSI PC,KOT MAGSI PC
117,228,YOUSAF ABAD,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,KOT MAGSI PC,KOT MAGSI PC
118,228,DHORRI,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,TUNIA KALLAN PC,TUNIA KALLAN PC
119,228,KUMRANI,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,TUNIA KALLAN PC,TUNIA KALLAN PC
120,228,SAINA TUNIA,JHAL MAGSI SUB-DIVISION,JHALMAGSI TEHSIL-TUNIA QH,TUNIA KALLAN PC,TUNIA KALLAN PC
121,229,KUNDALA,BELA SUB-DIVISION,BELA TEHSIL-BUGHIARI QH,GADAR PC,GADAR PC
122,229,DAWN,BELA SUB-DIVISION,BELA TEHSIL-KUD GUNDACHA QH,KAHTOR PC,KAHTOR PC
123,229,FAIZOWALA,BELA SUB-DIVISION,BELA TEHSIL-KUD GUNDACHA QH,KANAR PC,KANAR PC
124,229,KULRI,BELA SUB-DIVISION,BELA TEHSIL-KUD GUNDACHA QH,KANAR PC,KANAR PC
125,229,KHARKI,BELA SUB-DIVISION,BELA TEHSIL-KUD GUNDACHA QH,KUD GUNDACHA PC,KUD GUNDACHA PC
126,229,GAJRI,BELA SUB-DIVISION,BELA TEHSIL-WANG QH,MIARKA PC,MIARKA PC
127,229,RAJAL,BELA SUB-DIVISION,BELA TEHSIL-WANG QH,MIARKA PC,MIARKA PC
128,229,CHAK ZUAR,BELA SUB-DIVISION,LAKHRA TEHSIL-MUSHANI QH,HARA MUSHANI PC,HARA MUSHANI PC
129,229,DANG SABRA,BELA SUB-DIVISION,LAKHRA TEHSIL-SADDAR QH,GADRI PC,GADRI PC
130,229,JEZAN,BELA SUB-DIVISION,LAKHRA TEHSIL-SADDAR QH,JEZAN PC,JEZAN PC
131,229,QAMBAR,BELA SUB-DIVISION,LAKHRA TEHSIL-SADDAR QH,SADDAR PC,SADDAR PC
132,229,NAKATI,BELA SUB-DIVISION,LIARI SUB-TEHSIL-HINGOL QH,LIARI WEST PC,LIARI WEST PC
133,229,AHORA,BELA SUB-DIVISION,UTHAL TEHSIL-SADAR QH,AHORA PC,AHORA PC
134,229,REJA,BELA SUB-DIVISION,UTHAL TEHSIL-SADAR QH,KEHINWARI PC,KEHINWARI PC
135,229,VATTA,BELA SUB-DIVISION,UTHAL TEHSIL-SADAR QH,KEHINWARI PC,KEHINWARI PC
136,229,CHOTHARA,BELA SUB-DIVISION,UTHAL TEHSIL-SADAR QH,WAYARA PC,WAYARA PC
137,229,ARI PER,DUREJI SUB-DIVISION,DUREJI TEHSIL-DUREJI QH,DUREJI PC,DUREJI PC
138,229,BAHLOR,DUREJI SUB-DIVISION,DUREJI TEHSIL-DUREJI QH,LOHI PC,LOHI PC
139,229,LAKROHAIL,DUREJI SUB-DIVISION,DUREJI TEHSIL-DUREJI QH,LOHI PC,LOHI PC
140,229,SHAKAR,DUREJI SUB-DIVISION,DUREJI TEHSIL-DUREJI QH,LOHI PC,LOHI PC
141,229,JHUMKI,DUREJI SUB-DIVISION,DUREJI TEHSIL-DUREJI QH,SOR PC,SOR PC
142,229,VARAHUB,DUREJI SUB-DIVISION,DUREJI TEHSIL-DUREJI QH,SOR PC,SOR PC
143,229,MWALI JANUBI,HUB SUB-DIVISION,GADDANI SUB-TEH-SADDAR QH,GADDANI PC,GADDANI PC
144,229,PANERIAN,HUB SUB-DIVISION,HUB TEHSIL-SADDAR QH,LOHARANI PC,LOHARANI PC
145,229,SAKRAN,HUB SUB-DIVISION,HUB TEHSIL-SADDAR QH,SAKRAN PC,SAKRAN PC
146,229,BHIRA,HUB SUB-DIVISION,SONMIANI/WINDER TEH-SADDAR QH,DAN PC,DAN PC
147,229,SERANDA,HUB SUB-DIVISION,SONMIANI/WINDER TEH-SADDAR QH,DAN PC,DAN PC
148,229,MEENDIARI,HUB SUB-DIVISION,SONMIANI/WINDER TEH-SADDAR QH,PABNI PC,PABNI PC
149,229,KHARARI,HUB SUB-DIVISION,SONMIANI/WINDER TEH-SADDAR QH,SADDAR PC,SADDAR PC
150,229,KANRAJ SHUMALI,KANRAJ SUB-DIVISION,KANRAJ TEH-KANRAJ KHARARI QH,SADDAR PC,SADDAR PC
151,230,CHOTILAI SHARIF,DUKI SUB-DIVISION,DUKI TEHSIL-GUMBAND QH,GHARBI LOONI PC,GHARBI LOONI PC
152,230,NIMKI,DUKI SUB-DIVISION,DUKI TEHSIL-GUMBAND QH,GHARBI LOONI PC,GHARBI LOONI PC
153,230,BARGARH,DUKI SUB-DIVISION,DUKI TEHSIL-GUMBAND QH,GHARBI LOONI PC,GHARBI LOONI PC
154,230,SANGORI,DUKI SUB-DIVISION,DUKI TEHSIL-GUMBAND QH,GHARBI LOONI PC,GHARBI LOONI PC
155,230,HAJI KARAEZ,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
156,230,PALOS KALAN,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
157,230,SAGHAR,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
158,230,NASIR ABAD,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
159,230,WAKOM RABAT,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
160,230,WIALA DUKI,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
161,230,ZARKOON CHEENA,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
162,230,JHALLAR KHURD,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
163,230,KAREZ SHER ISMAIL,DUKI SUB-DIVISION,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH,DUKI TEHSIL-SADDAR QH
164,230,KACHHI ALIZAI,LORALAI SUB-DIVISION,BORI TEHSIL-DEHAR QH,BORI TEHSIL-DEHAR QH,BORI TEHSIL-DEHAR QH
165,230,LAHORE,LORALAI SUB-DIVISION,BORI TEHSIL-DEHAR QH,BORI TEHSIL-DEHAR QH,BORI TEHSIL-DEHAR QH
166,230,PATHAN KOT,LORALAI SUB-DIVISION,BORI TEHSIL-DEHAR QH,BORI TEHSIL-DEHAR QH,BORI TEHSIL-DEHAR QH
167,230,DARGI SARGARH,LORALAI SUB-DIVISION,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH
168,230,AZGARLOON,LORALAI SUB-DIVISION,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH
169,230,ORYAGI,LORALAI SUB-DIVISION,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH
170,230,ZANGIWAL,LORALAI SUB-DIVISION,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH
171,230,ZHAR KAREZ,LORALAI SUB-DIVISION,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH,BORI TEHSIL-SADDAR QH
172,230,MEKHTAR,LORALAI SUB-DIVISION,MEKHTAR SUB-TEHSIL-TOR QH,MEKHTAR SUB-TEHSIL-TOR QH,MEKHTAR SUB-TEHSIL-TOR QH
173,230,NALI MULAZAI,LORALAI SUB-DIVISION,MEKHTAR SUB-TEHSIL-TOR QH,MEKHTAR SUB-TEHSIL-TOR QH,MEKHTAR SUB-TEHSIL-TOR QH
174,230,PUKKI,LORALAI SUB-DIVISION,MEKHTAR SUB-TEHSIL-TOR QH,MEKHTAR SUB-TEHSIL-TOR QH,MEKHTAR SUB-TEHSIL-TOR QH
175,230,KAZHA,SINJAWI SUB-DIVISION,SINJAWI SUB-TEH-CHAUTAIR QH,SINJAWI SUB-TEH-CHAUTAIR QH,SINJAWI SUB-TEH-CHAUTAIR QH
176,230,UCH WANI,SINJAWI SUB-DIVISION,SINJAWI SUB-TEH-CHAUTAIR QH,SINJAWI SUB-TEH-CHAUTAIR QH,SINJAWI SUB-TEH-CHAUTAIR QH
177,230,POI,SINJAWI SUB-DIVISION,SINJAWI SUB-TEH-CHAUTAIR QH,SINJAWI SUB-TEH-CHAUTAIR QH,SINJAWI SUB-TEH-CHAUTAIR QH
178,230,KHARASHANG,SINJAWI SUB-DIVISION,SINJAWI SUB-TEHSIL-SADDAR QH,SINJAWI SUB-TEHSIL-SADDAR QH,SINJAWI SUB-TEHSIL-SADDAR QH
179,230,CHALEZ KHALIL,SINJAWI SUB-DIVISION,SINJAWI SUB-TEHSIL-SADDAR QH,SINJAWI SUB-TEHSIL-SADDAR QH,SINJAWI SUB-TEHSIL-SADDAR QH
180,230,SINJAWI,SINJAWI SUB-DIVISION,SINJAWI SUB-TEHSIL-SADDAR QH,SINJAWI SUB-TEHSIL-SADDAR QH,SINJAWI SUB-TEHSIL-SADDAR QH
181,231,OLAH CHHATTAR,CHHATTAR SUB-DIVISION,CHHATTAR TEHSIL-CHHATTAR QH,CHHATTAR PC,CHHATTAR PC
182,231,KHIA SHARQI,CHHATTAR SUB-DIVISION,CHHATTAR TEHSIL-CHHATTAR QH,CHHATTAR PC,CHHATTAR PC
183,231,PHULIJI SERI WAH,CHHATTAR SUB-DIVISION,CHHATTAR TEHSIL-CHHATTAR QH,PHULIJI PC,PHULIJI PC
184,231,DOLAT GHARI UNDROON,CHHATTAR SUB-DIVISION,CHHATTAR TEHSIL-CHHATTAR QH,SHAH PUR PC,SHAH PUR PC
185,231,KAJIL PUR,CHHATTAR SUB-DIVISION,CHHATTAR TEHSIL-CHHATTAR QH,SHAH PUR PC,SHAH PUR PC
186,231,SHORI DARABI UNDROON,CHHATTAR SUB-DIVISION,CHHATTAR TEHSIL-CHHATTAR QH,GORCHANI PC,GORCHANI PC
187,231,SHORI SHAHR UNDROON,CHHATTAR SUB-DIVISION,CHHATTAR TEHSIL-CHHATTAR QH,GORCHANI PC,GORCHANI PC
188,231,BEDAR UNDROON,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,BEDAR PC,BEDAR PC
189,231,JUDHER,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,JUDHER PC,JUDHER PC
190,231,MANJHOOTI BEROON,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,MONJHOOTI PC,MONJHOOTI PC
191,231,MANJHOOTI UNDROON,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,MONJHOOTI PC,MONJHOOTI PC
192,231,QUBA SHER KHAN SHARQI,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,MONJHOOTI PC,MONJHOOTI PC
193,231,QUBA SHER KHAN UNDROON,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,MONJHOOTI PC,MONJHOOTI PC
194,231,BAGA HIJWANI,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,QUBA SHER KHAN PC,QUBA SHER KHAN PC
195,231,BAGA JATOI,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,QUBA SHER KHAN PC,QUBA SHER KHAN PC
196,231,JATOI,DERA MURAD JAMALI SUB-DIVISION,D.M.JAMALI TEH-D.M.JAMALI QH,QUBA SHER KHAN PC,QUBA SHER KHAN PC
197,231,ALI ABAD JANUBI,DERA MURAD JAMALI SUB-DIVISION,TAMBOO TEHSIL-TAMBOO QH,KHAROOS WAH PC,KHAROOS WAH PC
198,231,ALI ABAD SHUMALI,DERA MURAD JAMALI SUB-DIVISION,TAMBOO TEHSIL-TAMBOO QH,KHAROOS WAH PC,KHAROOS WAH PC
199,231,ANTUM,DERA MURAD JAMALI SUB-DIVISION,TAMBOO TEHSIL-TAMBOO QH,KHAROOS WAH PC,KHAROOS WAH PC
